STS126-E-5072,13.0,121.6
STS126-E-5073,12.9,121.7
STS126-E-5074,12.8,121.8
STS126-E-5075,12.6,122.0
STS126-E-5076,12.5,122.1
STS126-E-5077,12.2,122.3
STS126-E-5078,0.7,130.6
STS126-E-5079,0.5,130.7
STS126-E-5111,-24.4,150.0
STS126-E-5112,-24.9,150.5
STS126-E-5113,-26.9,152.4
STS126-E-5114,-27.2,152.7
STS126-E-5120,-43.4,175.4
STS126-E-6681,0.6,-59.8
STS126-E-6682,0.8,-59.6
STS126-E-6683,1.9,-58.9
STS126-E-6684,2.0,-58.8
STS126-E-6685,3.4,-57.8
STS126-E-6686,3.7,-57.6
STS126-E-6692,-2.9,110.5
STS126-E-6693,-3.5,110.9
STS126-E-6694,-3.8,111.1
STS126-E-6695,-4.0,111.3
STS126-E-6696,-4.6,111.7
STS126-E-6697,-4.8,111.8
STS126-E-6701,-20.5,123.9
STS126-E-6702,-31.2,134.3
STS126-E-6703,-31.3,134.4
STS126-E-6704,-32.1,135.4
STS126-E-6705,-32.3,135.5
STS126-E-6706,-32.4,135.7
STS126-E-6707,-32.6,136.0
STS126-E-6714,-36.1,140.4
STS126-E-6715,-36.3,140.7
STS126-E-6716,-47.8,164.2
STS126-E-6717,-47.9,164.4
STS126-E-6718,-48.0,165.0
STS126-E-6719,-48.2,165.6
STS126-E-6720,-48.5,166.6
STS126-E-6723,-50.9,178.8
STS126-E-6730,-8.4,-88.9
STS126-E-6731,-7.8,-88.4
STS126-E-6732,-3.7,-85.5
STS126-E-6733,-2.8,-84.8
STS126-E-6734,-2.5,-84.6
STS126-E-6735,-2.3,-84.5
STS126-E-6736,-1.9,-84.2
STS126-E-6737,0.1,-82.8
STS126-E-6738,0.3,-82.6
STS126-E-6739,0.6,-82.5
STS126-E-6740,1.1,-82.1
STS126-E-6741,1.9,-81.5
STS126-E-6742,2.4,-81.1
STS126-E-6743,2.4,-81.1
STS126-E-6744,5.2,-79.2
STS126-E-6746,16.2,-70.9
STS126-E-6747,16.9,-70.4
STS126-E-6748,17.2,-70.1
STS126-E-6749,17.2,-70.1
STS126-E-6750,17.3,-70.1
STS126-E-6751,17.3,-70.1
STS126-E-6752,17.3,-70.1
STS126-E-6753,17.4,-70.0
STS126-E-6754,17.4,-70.0
STS126-E-6755,17.4,-70.0
STS126-E-6756,17.5,-69.9
STS126-E-6757,17.5,-69.9
STS126-E-6758,17.6,-69.9
STS126-E-6759,17.6,-69.8
STS126-E-6760,17.7,-69.8
STS126-E-6761,17.7,-69.7
STS126-E-6762,17.8,-69.7
STS126-E-6763,17.8,-69.6
STS126-E-6764,17.9,-69.6
STS126-E-6765,17.9,-69.6
STS126-E-6766,18.0,-69.5
STS126-E-6767,18.1,-69.4
STS126-E-6768,18.2,-69.3
STS126-E-6769,18.3,-69.3
STS126-E-6770,18.5,-69.1
STS126-E-6771,18.6,-69.0
STS126-E-6772,18.8,-68.9
STS126-E-6773,18.9,-68.8
STS126-E-6774,19.1,-68.6
STS126-E-6779,11.7,77.3
STS126-E-6780,11.7,77.4
STS126-E-6781,11.7,77.4
STS126-E-6782,11.6,77.4
STS126-E-6783,11.6,77.4
STS126-E-6784,11.6,77.4
STS126-E-6785,11.6,77.4
STS126-E-6786,11.5,77.4
STS126-E-6787,11.5,77.5
STS126-E-6788,11.4,77.5
STS126-E-6789,11.3,77.6
STS126-E-6790,11.2,77.7
STS126-E-6793,-8.8,92.1
STS126-E-6794,-9.6,92.6
STS126-E-6808,-30.6,111.0
STS126-E-6809,-30.8,111.1
STS126-E-6810,-31.4,111.9
STS126-E-6811,-32.8,113.5
STS126-E-6812,-33.1,113.9
STS126-E-6813,-33.3,114.2
STS126-E-6814,-33.9,114.8
STS126-E-6815,-37.0,119.0
STS126-E-6816,-37.3,119.5
STS126-E-6817,-37.6,119.9
STS126-E-6818,-37.9,120.4
STS126-E-6819,-38.3,120.9
STS126-E-6820,-38.6,121.4
STS126-E-6824,-51.5,162.0
STS126-E-6825,-51.6,163.0
STS126-E-6826,-51.6,163.9
STS126-E-6830,-3.8,-108.2
STS126-E-6831,9.0,-99.1
STS126-E-6832,9.4,-98.8
STS126-E-6833,9.6,-98.7
STS126-E-6834,10.4,-98.1
STS126-E-6835,10.7,-97.9
STS126-E-6836,11.3,-97.4
STS126-E-6891,-10.6,178.8
STS126-E-6892,-9.1,180.0
STS126-E-6904,3.5,-171.0
STS126-E-6905,4.2,-170.5
STS126-E-6922,51.8,44.2
STS126-E-7105,26.4,-43.5
STS126-E-7106,26.8,-43.1
STS126-E-7107,27.0,-42.9
STS126-E-7108,27.3,-42.7
STS126-E-7109,27.5,-42.4
STS126-E-7110,27.6,-42.3
STS126-E-7111,27.7,-42.2
STS126-E-7112,28.1,-41.8
STS126-E-7113,28.4,-41.6
STS126-E-7114,28.6,-41.3
STS126-E-7115,28.9,-41.0
STS126-E-7116,29.1,-40.8
STS126-E-7161,-51.3,-68.5
STS126-E-7162,-51.2,-68.2
STS126-E-7282,-30.7,-66.3
STS126-E-7283,-30.2,-65.7
STS126-E-7284,-24.9,-60.4
STS126-E-7285,-24.0,-59.5
STS126-E-7286,-23.5,-59.1
STS126-E-7287,-22.9,-58.5
STS126-E-7288,-22.3,-58.0
STS126-E-7293,-14.9,-51.9
STS126-E-7294,-14.3,-51.4
STS126-E-7295,-13.3,-50.6
STS126-E-7296,-9.6,-47.9
STS126-E-7297,-8.2,-46.9
STS126-E-7839,-46.3,115.0
STS126-E-7840,-46.2,115.3
STS126-E-7841,-45.7,116.5
STS126-E-7842,-45.7,116.6
STS126-E-7843,-45.6,116.7
STS126-E-7844,-45.1,118.0
STS126-E-7845,-43.9,120.8
STS126-E-7846,-43.5,121.7
STS126-E-7847,-43.3,122.0
STS126-E-7848,-42.4,123.9
STS126-E-7849,-38.7,130.4
STS126-E-7850,-38.7,130.4
STS126-E-7851,-38.7,130.4
STS126-E-7852,-38.6,130.6
STS126-E-7853,-38.6,130.6
STS126-E-7854,-38.6,130.6
STS126-E-7855,-38.6,130.6
STS126-E-7856,-38.4,130.9
STS126-E-7857,-38.4,130.9
STS126-E-7860,-6.4,-19.4
STS126-E-7861,-6.3,-19.4
STS126-E-7869,-15.3,164.9
STS126-E-7870,-16.4,165.8
STS126-E-7871,-16.7,166.0
STS126-E-7872,-17.1,166.4
STS126-E-7902,-50.7,-137.6
STS126-E-7903,-50.8,-136.9
STS126-E-7904,-51.5,-130.0
STS126-E-7905,-51.6,-128.6
STS126-E-7913,-12.4,-46.5
STS126-E-7914,-12.0,-46.3
STS126-E-7915,-11.7,-46.0
STS126-E-7916,-11.5,-45.8
STS126-E-7917,-11.3,-45.7
STS126-E-7921,4.6,-34.3
STS126-E-7922,5.1,-33.9
STS126-E-8046,-0.3,149.6
STS126-E-8333,-17.6,68.1
STS126-E-8334,-17.9,68.3
STS126-E-9882,31.9,-77.3
STS126-E-9885,29.6,-103.1
STS126-E-9886,30.9,-101.7
STS126-E-9887,34.3,-97.7
STS126-E-9888,35.9,-95.5
STS126-E-9889,36.3,-95.0
STS126-E-9890,37.1,-93.9
STS126-E-9891,38.2,-92.3
STS126-E-9899,29.6,-92.3
STS126-E-9900,29.8,-92.1
STS126-E-9901,30.0,-91.8
STS126-E-9902,30.2,-91.6
STS126-E-9903,30.6,-91.2
STS126-E-9904,30.8,-91.0
STS126-E-9905,31.1,-90.7
STS126-E-9906,32.2,-89.4
STS126-E-9907,32.4,-89.2
STS126-E-9908,39.8,-78.8
STS126-E-9909,40.0,-78.5
STS126-E-9910,41.2,-76.5
STS126-E-9911,41.5,-76.0
STS126-E-10685,36.5,-143.0
STS126-E-10686,40.0,-137.6
STS126-E-13732,6.3,-57.5
STS126-E-13939,-49.2,156.3
STS126-E-13940,-49.7,158.3
STS126-E-13941,-50.0,159.8
STS126-E-13942,-50.2,160.8
STS126-E-13943,-50.2,161.2
STS126-E-13944,-50.3,161.8
STS126-E-13945,-50.5,162.7
STS126-E-13946,-50.7,163.8
STS126-E-13967,-9.1,-102.9
STS126-E-13968,-9.0,-102.8
STS126-E-13969,-8.5,-102.4
STS126-E-13970,-8.2,-102.2
STS126-E-13971,24.0,-77.9
STS126-E-13972,-23.5,-137.7
STS126-E-13975,26.5,-98.8
STS126-E-13976,26.9,-98.3
STS126-E-13977,27.1,-98.2
STS126-E-13978,27.7,-97.6
STS126-E-13979,28.0,-97.3
STS126-E-13980,28.2,-97.1
STS126-E-13981,29.6,-95.6
STS126-E-13982,29.7,-95.5
STS126-E-13983,34.8,-112.8
STS126-E-13984,35.4,-111.9
STS126-E-13985,-36.1,57.3
STS126-E-13986,-36.2,57.5
STS126-E-13987,-7.6,-171.6
STS126-E-13988,15.5,-154.8
STS126-E-13989,16.5,-154.0
STS126-E-13990,16.8,-153.8
STS126-E-13991,17.3,-153.4
STS126-E-13994,22.0,-22.0
STS126-E-13995,22.7,-21.3
STS126-E-13996,45.4,10.0
STS126-E-13997,45.7,10.8
STS126-E-13998,47.0,14.6
STS126-E-13999,-41.9,-103.1
STS126-E-14000,-40.8,-101.1
STS126-E-14005,-16.0,-73.6
STS126-E-14006,-15.4,-73.2
STS126-E-14007,5.2,-58.3
STS126-E-14014,37.2,-28.4
STS126-E-14015,38.1,-27.1
STS126-E-14079,34.7,-124.9
STS126-E-14080,35.0,-124.5
STS126-E-14081,35.3,-124.1
STS126-E-14082,35.7,-123.6
STS126-E-14083,36.0,-123.1
STS126-E-14084,36.3,-122.7
STS126-E-14085,36.8,-122.0
STS126-E-14086,37.9,-120.4
STS126-E-14087,38.4,-119.7
STS126-E-14088,38.6,-119.4
STS126-E-14089,48.6,-96.4
STS126-E-14090,48.9,-95.2
STS126-E-14146,9.5,-66.3
STS126-E-14148,12.5,16.8
STS126-E-14149,17.1,20.5
STS126-E-14150,18.2,21.3
STS126-E-14151,20.2,23.0
STS126-E-14152,20.6,23.4
STS126-E-14153,21.5,24.1
STS126-E-14154,22.1,24.6
STS126-E-14155,23.0,25.4
STS126-E-14156,23.8,26.1
STS126-E-14157,24.2,26.5
STS126-E-14158,24.8,27.1
STS126-E-14159,25.4,27.6
STS126-E-14160,25.7,27.9
STS126-E-14161,25.9,28.1
STS126-E-14162,26.4,28.6
STS126-E-14163,28.1,30.3
STS126-E-14164,28.9,31.1
STS126-E-14165,29.2,31.4
STS126-E-14166,29.5,31.7
STS126-E-14167,29.7,31.9
STS126-E-14168,31.4,33.9
STS126-E-14169,31.9,34.5
STS126-E-14170,32.4,35.0
STS126-E-14171,33.0,35.7
STS126-E-14172,33.1,35.9
