NAME,PER,A,R,FIRSTREF,FIRSTURL,COMP,STAR
KOI 838.01,4.8593843,0.057,13.20000000004555,,,01,KOI 838
KOI 2521.02,4.86643,0.054,1.3500000000046588,,,02,KOI 2521
KOI 2440.01,4.866591,0.054,1.2900000000044516,,,01,KOI 2440
KOI 2704.01,4.871172,0.033,2.0900000000072123,,,01,KOI 2704
KOI 1716.01,4.880861,0.05,1.8000000000062115,,,01,KOI 1716
Kepler-7 b,4.885525,0.0622369,16.56687352032737,Latham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.140L,b,Kepler-7
KOI 1982.01,4.887533,0.054,2.5000000000086273,,,01,KOI 1982
HAT-P-11 b,4.8878162,0.0525443,4.730189868456123,Bakos 2010,http://adsabs.harvard.edu/abs/2010ApJ...710.1724B,b,HAT-P-11
KOI 2303.01,4.89407,0.061,1.4300000000049347,,,01,KOI 2303
KOI 1129.01,4.897134,0.051,1.500000000005176,,,01,KOI 1129
KOI 117.02,4.901467,0.06,1.7100000000059008,,,02,KOI 117
KOI 355.01,4.903349,0.061,2.350000000008109,,,01,KOI 355
KOI 1809.02,4.915378,0.055,1.4100000000048654,,,02,KOI 1809
KOI 167.01,4.919576,0.06,2.4500000000084547,,,01,KOI 167
KOI 2278.02,4.92044,0.059,1.1100000000038306,,,02,KOI 2278
KOI 457.01,4.921357,0.052,1.8400000000063494,,,01,KOI 457
KOI 4021.02,4.932088,0.065833,1.6300000000056247,,,02,KOI 4021
KOI 572.02,4.93892,0.057,1.3600000000046932,,,02,KOI 572
Kepler-15 b,4.942782,0.0571382,10.760621501701133,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-15
KOI 4004.01,4.943312,0.0603122,3.1600000000109048,,,01,KOI 4004
KOI 4099.01,4.950712,0.054713,1.6000000000055214,,,01,KOI 4099
KOI 760.01,4.9593347,0.058,10.900000000037615,,,01,KOI 760
KOI 3196.01,4.960668,0.0604943,0.6500000000022431,,,01,KOI 3196
KOI 4823.01,4.965034,0.0589358,2.030000000007005,,,01,KOI 4823
KOI 440.02,4.973455,0.052,2.300000000007937,,,02,KOI 440
KOI 1931.01,4.977671,0.056,1.5800000000054524,,,01,KOI 1931
KOI 751.01,4.996777,0.053,2.400000000008282,,,01,KOI 751
KOI 1784.01,5.0074099,0.057,5.200000000017945,,,01,KOI 1784
KOI 131.01,5.0142325,0.06,9.000000000031058,,,01,KOI 131
KOI 2220.02,5.02833,0.058,1.480000000005107,,,02,KOI 2220
KOI 1505.01,5.032589,0.058,2.220000000007661,,,01,KOI 1505
KOI 474.04,5.035023,0.06,1.480000000005107,,,04,KOI 474
KOI 2110.01,5.037282,0.061,1.1400000000039336,,,01,KOI 2110
KOI 4410.01,5.04403,0.0582326,2.0600000000071086,,,01,KOI 4410
KOI 750.02,5.044258,0.0515466,0.9000000000031058,,,02,KOI 750
KOI 3022.02,5.053537,0.057,1.1500000000039685,,,02,KOI 3022
KOI 2467.01,5.056739,0.058,1.260000000004348,,,01,KOI 2467
KOI 1845.02,5.058228,0.051,21.00000000007247,,,02,KOI 1845
KOI 2915.01,5.060925,0.056,1.100000000003796,,,01,KOI 2915
KOI 605.02,5.065356,0.05,0.610000000002105,,,02,KOI 605
KOI 384.01,5.08006,0.059,1.850000000006384,,,01,KOI 384
KOI 1606.01,5.082709,0.058,1.6000000000055214,,,01,KOI 1606
KOI 3041.01,5.082913,0.06,1.7000000000058664,,,01,KOI 3041
KOI 1481.01,5.10137,0.059,3.200000000011043,,,01,KOI 1481
KOI 2164.01,5.123338,0.056,1.3300000000045897,,,01,KOI 2164
KOI 2090.01,5.132541,0.045,1.500000000005176,,,01,KOI 2090
KOI 1519.01,5.144392,0.056,1.4600000000050382,,,01,KOI 1519
KOI 2842.02,5.14908,0.048,27.000000000093177,,,02,KOI 2842
KOI 922.01,5.154441,0.055,2.200000000007592,,,01,KOI 922
KOI 647.01,5.169495,0.062,1.810000000006246,,,01,KOI 647
KOI 898.02,5.16982,0.051,2.1800000000075226,,,02,KOI 898
KOI 4510.01,5.176205,0.0568356,0.7000000000024155,,,01,KOI 4510
KOI 1900.01,5.18498,0.05,1.5100000000052107,,,01,KOI 1900
KOI 2243.01,5.185458,0.06,1.5900000000054868,,,01,KOI 2243
KOI 2353.01,5.186781,0.054,2.0000000000069016,,,01,KOI 2353
KOI 156.02,5.188548,0.052,1.180000000004072,,,02,KOI 156
KOI 2439.01,5.19119,0.06,1.790000000006177,,,01,KOI 2439
KOI 4877.01,5.19208,0.0613044,1.7000000000058664,,,01,KOI 4877
KOI 2995.01,5.194752,0.061,2.400000000008282,,,01,KOI 2995
KOI 2876.01,5.19531,0.053,1.7000000000058664,,,01,KOI 2876
KOI 1952.03,5.1955,0.059,1.2500000000043137,,,03,KOI 1952
KOI 307.02,5.211058,0.061,1.1500000000039685,,,02,KOI 307
KOI 1867.03,5.212275,0.048,1.0700000000036924,,,03,KOI 1867
KOI 1151.01,5.217811,0.057,1.2100000000041753,,,01,KOI 1151
KOI 2657.01,5.224152,0.057,0.6000000000020705,,,01,KOI 2657
KOI 3689.01,5.2410918,0.0619218,13.030000000044963,,,01,KOI 3689
KOI 2364.01,5.24307,0.062,3.6300000000125263,,,01,KOI 2364
KOI 1802.01,5.248681,0.06,2.4200000000083506,,,01,KOI 1802
KOI 2415.01,5.25408,0.06,1.8200000000062806,,,01,KOI 2415
KOI 732.03,5.254582,0.056,1.0300000000035543,,,03,KOI 732
KOI 2374.01,5.26226,0.057,1.3500000000046588,,,01,KOI 2374
KOI 432.01,5.2634076,0.06,3.5000000000120775,,,01,KOI 432
KOI 4793.01,5.27348,0.0586919,1.3100000000045207,,,01,KOI 4793
KOI 82.05,5.286978,0.055,0.5400000000018635,,,05,KOI 82
KOI 1894.01,5.288016,0.077,17.10000000005901,,,01,KOI 1894
KOI 4477.01,5.301723,0.0586951,1.500000000005176,,,01,KOI 4477
KOI 2877.01,5.30865,0.059,1.1700000000040374,,,01,KOI 2877
KOI 1557.03,5.315965,0.053,2.6000000000089725,,,03,KOI 1557
KOI 295.01,5.317435,0.06,2.2600000000077984,,,01,KOI 295
KOI 3925.03,5.323652,0.0613103,2.6000000000089725,,,03,KOI 3925
KOI 1127.01,5.326679,0.06,2.6700000000092134,,,01,KOI 1127
KOI 3308.02,5.327903,0.0574845,1.060000000003658,,,02,KOI 3308
KOI 206.01,5.3340867,0.06,8.10000000002795,,,01,KOI 206
KOI 3916.01,5.339031,0.0543752,2.400000000008282,,,01,KOI 3916
KOI 2585.01,5.341885,0.064,1.4600000000050382,,,01,KOI 2585
KOI 2372.01,5.349325,0.062,1.2100000000041753,,,01,KOI 2372
KOI 749.01,5.349569,0.058,2.3700000000081785,,,01,KOI 749
KOI 464.02,5.350193,0.057,2.5000000000086273,,,02,KOI 464
KOI 2871.02,5.363809,0.059,0.8600000000029676,,,02,KOI 2871
KOI 658.02,5.370639,0.06,2.1000000000072467,,,02,KOI 658
KOI 710.01,5.374851,0.067,2.300000000007937,,,01,KOI 710
KOI 561.01,5.378901,0.056,1.8200000000062806,,,01,KOI 561
KOI 4482.01,5.38295,0.063252,1.6000000000055214,,,01,KOI 4482
KOI 910.01,5.392066,0.056,2.6700000000092134,,,01,KOI 910
Kepler-68 b,5.398763,0.061775,2.307940341481005,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-68
KOI 601.01,5.404283,0.062,3.000000000010352,,,01,KOI 601
KOI 115.01,5.4122014,0.064,3.3800000000116635,,,01,KOI 115
KOI 4756.01,5.416675,0.0632798,1.3000000000044862,,,01,KOI 4756
KOI 1436.03,5.419115,0.06,1.500000000005176,,,03,KOI 1436
KOI 2534.02,5.42213,0.062,1.1100000000038306,,,02,KOI 2534
KOI 2039.01,5.425963,0.059,1.7000000000058664,,,01,KOI 2039
KOI 425.01,5.4283501,0.06,11.300000000038997,,,01,KOI 425
KOI 520.02,5.433043,0.055,1.400000000004831,,,02,KOI 520
KOI 2675.01,5.448331,0.06,2.0000000000069016,,,01,KOI 2675
KOI 2169.01,5.453,0.057,0.9700000000033472,,,01,KOI 2169
KOI 332.01,5.458514,0.063,1.9200000000066257,,,01,KOI 332
KOI 3037.01,5.465503,0.059,1.6600000000057284,,,01,KOI 3037
KOI 1909.02,5.470371,0.062,1.1100000000038306,,,02,KOI 1909
KOI 4914.01,5.47485,0.0617121,0.7200000000024845,,,01,KOI 4914
KOI 2045.01,5.47663,0.053,1.5500000000053487,,,01,KOI 2045
KOI 1563.01,5.487006,0.059,3.600000000012423,,,01,KOI 1563
KOI 4230.01,5.495415,0.060958,0.9900000000034164,,,01,KOI 4230
KOI 1913.01,5.508576,0.058,1.3400000000046242,,,01,KOI 1913
KOI 304.02,5.51835,0.065,1.160000000004003,,,02,KOI 304
KOI 1760.01,5.524233,0.057,2.0000000000069016,,,01,KOI 1760
KOI 4302.01,5.533271,0.0654379,1.0000000000034508,,,01,KOI 4302
KOI 2926.02,5.5351,0.049,2.5000000000086273,,,02,KOI 2926
KOI 2218.01,5.535301,0.061,1.4700000000050728,,,01,KOI 2218
KOI 3728.01,5.5460925,0.0781565,18.39000000006346,,,01,KOI 3728
KOI 4766.01,5.56671,0.0569398,2.0000000000069016,,,01,KOI 4766
KOI 2623.01,5.57661,0.066,0.9500000000032782,,,01,KOI 2623
KOI 4643.01,5.593618,0.0610524,1.6000000000055214,,,01,KOI 4643
KOI 1758.01,5.597163,0.06,1.500000000005176,,,01,KOI 1758
KOI 623.03,5.59935,0.059,1.180000000004072,,,03,KOI 623
KOI 2327.01,5.59979,0.059,1.380000000004762,,,01,KOI 2327
KOI 2522.01,5.604018,0.055,1.0000000000034508,,,01,KOI 2522
KOI 4506.01,5.604631,0.0588887,1.3000000000044862,,,01,KOI 4506
KOI 2597.03,5.6135,0.065,1.3700000000047277,,,03,KOI 2597
KOI 2733.01,5.6201,0.055,0.9000000000031058,,,01,KOI 2733
KOI 1379.01,5.621546,0.062,1.1500000000039685,,,01,KOI 1379
KOI 2352.02,5.629026,0.069,0.8200000000028297,,,02,KOI 2352
KOI 235.01,5.632566,0.058,1.9100000000065909,,,01,KOI 235
KOI 239.01,5.640662,0.064,4.000000000013803,,,01,KOI 239
KOI 1358.01,5.644954,0.056,2.1000000000072467,,,01,KOI 1358
KOI 297.01,5.651838,0.065,1.6500000000056938,,,01,KOI 297
KOI 3130.02,5.65251,0.057,0.8400000000028985,,,02,KOI 3130
KOI 1885.01,5.653717,0.063,1.9700000000067983,,,01,KOI 1885
KOI 4663.01,5.656793,0.0598047,0.7800000000026915,,,01,KOI 4663
KOI 155.01,5.660691,0.061,3.7400000000129068,,,01,KOI 155
Kepler-33 b,5.66793,0.0677431,1.7384456574842035,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-33
KOI 4443.01,5.675742,0.0674904,1.160000000004003,,,01,KOI 4443
KOI 4523.01,5.682294,0.0611798,0.8700000000030021,,,01,KOI 4523
KOI 551.02,5.688018,0.062,2.0000000000069016,,,02,KOI 551
KOI 3140.01,5.6888,0.052,1.0300000000035543,,,01,KOI 3140
KOI 720.01,5.6905861,0.058,2.960000000010214,,,01,KOI 720
KOI 212.01,5.6959013,0.064,6.400000000022086,,,01,KOI 212
KOI 1531.01,5.699215,0.063,1.4600000000050382,,,01,KOI 1531
KOI 1363.02,5.70078,0.063,1.7600000000060732,,,02,KOI 1363
KOI 938.03,5.71442,0.06,1.6100000000055559,,,03,KOI 938
KOI 1066.01,5.7148112,0.063,9.700000000033473,,,01,KOI 1066
Kepler-62 b,5.714932,0.0552794,1.308827844028786,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-62
KOI 857.01,5.71543,0.058,2.0600000000071086,,,01,KOI 857
KOI 2715.03,5.720707,0.053,2.1000000000072467,,,03,KOI 2715
KOI 2485.03,5.727087,0.0572022,1.500000000005176,,,03,KOI 2485
KOI 1141.01,5.728256,0.052,1.5800000000054524,,,01,KOI 1141
Kepler-57 b,5.7293196,0.0588891,2.188049083582885,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-57
KOI 923.01,5.743491,0.063,3.200000000011043,,,01,KOI 923
KOI 1024.01,5.747719,0.053,1.7600000000060732,,,01,KOI 1024
KOI 1911.01,5.753201,0.059,2.200000000007592,,,01,KOI 1911
KOI 1985.01,5.756239,0.056,1.6000000000055214,,,01,KOI 1985
KOI 4792.01,5.759055,0.065042,0.8600000000029676,,,01,KOI 4792
KOI 232.02,5.766148,0.064,1.9200000000066257,,,02,KOI 232
KOI 2899.01,5.772147,0.061,1.8800000000064874,,,01,KOI 2899
KOI 251.02,5.77447,0.051,0.8200000000028297,,,02,KOI 251
KOI 2748.02,5.777138,0.062,1.200000000004141,,,02,KOI 2748
KOI 2588.01,5.779572,0.053,1.1500000000039685,,,01,KOI 2588
KOI 2361.01,5.783926,0.064,1.9000000000065564,,,01,KOI 2361
KOI 4212.01,5.791957,0.0647012,1.4700000000050728,,,01,KOI 4212
KOI 2036.02,5.7953,0.052,0.9800000000033818,,,02,KOI 2036
KOI 1398.01,5.823445,0.064,3.3000000000113876,,,01,KOI 1398
KOI 934.01,5.826659,0.064,4.000000000013803,,,01,KOI 934
KOI 1574.03,5.83343,0.062,0.7800000000026915,,,03,KOI 1574
KOI 1498.01,5.833734,0.064,2.150000000007419,,,01,KOI 1498
KOI 323.01,5.835973,0.063,2.1700000000074886,,,01,KOI 323
KOI 2923.01,5.838972,0.059,1.7000000000058664,,,01,KOI 2923
KOI 939.02,5.839061,0.063,1.5400000000053145,,,02,KOI 939
KOI 1422.01,5.841649,0.051,1.9400000000066944,,,01,KOI 1422
KOI 535.01,5.852981,0.064,3.3000000000113876,,,01,KOI 535
KOI 85.01,5.859933,0.068,2.360000000008144,,,01,KOI 85
KOI 3115.01,5.865937,0.064,1.6000000000055214,,,01,KOI 3115
KOI 665.01,5.86805,0.065,2.5000000000086273,,,01,KOI 665
KOI 1584.01,5.870719,0.053,1.3700000000047277,,,01,KOI 1584
KOI 4403.01,5.883399,0.0635869,2.6000000000089725,,,01,KOI 4403
KOI 369.01,5.885221,0.067,1.3300000000045897,,,01,KOI 369
KOI 4503.01,5.890906,0.0634108,1.6000000000055214,,,01,KOI 4503
KOI 607.01,5.8939913,0.064,7.200000000024846,,,01,KOI 607
KOI 221.02,5.9,0.061,0.7400000000025535,,,02,KOI 221
Kepler-32 b,5.90124,0.0520435,2.200322917483263,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-32
KOI 880.03,5.902209,0.062,2.300000000007937,,,03,KOI 880
KOI 2416.01,5.90577,0.064,1.5500000000053487,,,01,KOI 2416
KOI 1306.03,5.91,0.065,1.4600000000050382,,,03,KOI 1306
Kepler-28 b,5.91213,0.0581375,3.5967825728665277,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-28
KOI 1665.02,5.91461,0.065,0.9600000000033129,,,02,KOI 1665
KOI 1596.01,5.923589,0.056,1.3400000000046242,,,01,KOI 1596
KOI 733.01,5.925016,0.06,2.8400000000098,,,01,KOI 733
KOI 2022.01,5.929774,0.064,1.8800000000064874,,,01,KOI 2022
KOI 438.01,5.931217,0.055,1.9000000000065564,,,01,KOI 438
KOI 4495.01,5.932205,0.0652087,1.500000000005176,,,01,KOI 4495
KOI 1627.02,5.93917,0.063,1.5500000000053487,,,02,KOI 1627
KOI 360.01,5.94174,0.067,0.690000000002381,,,01,KOI 360
KOI 3370.02,5.94222,0.0571227,2.7000000000093176,,,02,KOI 3370
KOI 4444.01,5.943684,0.0541763,1.200000000004141,,,01,KOI 4444
KOI 2057.01,5.945678,0.053,1.120000000003865,,,01,KOI 2057
KOI 877.01,5.954893,0.056,2.540000000008765,,,01,KOI 877
KOI 2849.01,5.959632,0.06,1.0900000000037613,,,01,KOI 2849
KOI 1692.01,5.9604,0.065,2.6500000000091446,,,01,KOI 1692
KOI 171.01,5.968741,0.069,2.7400000000094553,,,01,KOI 171
KOI 3179.01,5.99077,0.0645682,1.100000000003796,,,01,KOI 3179
KOI 1886.01,5.991849,0.071,2.5000000000086273,,,01,KOI 1886
KOI 573.01,5.996557,0.065,3.200000000011043,,,01,KOI 573
KOI 301.01,6.002551,0.068,1.73000000000597,,,01,KOI 301
KOI 4581.01,6.00611,0.0654152,1.040000000003589,,,01,KOI 4581
KOI 420.01,6.0103736,0.058,3.6500000000125947,,,01,KOI 420
KOI 46.02,6.02908,0.067,0.9600000000033129,,,02,KOI 46
KOI 747.01,6.029272,0.055,3.200000000011043,,,01,KOI 747
KOI 2533.01,6.0331,0.072,3.120000000010766,,,01,KOI 2533
KOI 678.01,6.04047,0.063,3.8200000000131817,,,01,KOI 678
KOI 1161.01,6.057428,0.06,1.7000000000058664,,,01,KOI 1161
KOI 3232.01,6.059219,0.0648193,2.160000000007454,,,01,KOI 3232
KOI 3117.01,6.066634,0.063,1.6900000000058317,,,01,KOI 3117
KOI 3027.01,6.070309,0.06,2.0000000000069016,,,01,KOI 3027
KOI 660.01,6.079629,0.063,2.800000000009662,,,01,KOI 660
KOI 4184.01,6.080121,0.0583437,1.1900000000041064,,,01,KOI 4184
KOI 2971.01,6.095783,0.068,1.160000000004003,,,01,KOI 2971
KOI 1332.02,6.0974,0.067,1.6500000000056938,,,02,KOI 1332
Kepler-20 e,6.098493,0.063351,0.8672253883758486,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,e,Kepler-20
KOI 1094.01,6.100295,0.066,2.9000000000100075,,,01,KOI 1094
KOI 940.01,6.104862,0.063,3.5000000000120775,,,01,KOI 940
KOI 2273.01,6.110122,0.067,1.040000000003589,,,01,KOI 2273
KOI 2260.01,6.117982,0.069,0.9700000000033472,,,01,KOI 2260
KOI 2722.01,6.124818,0.07,1.4700000000050728,,,01,KOI 2722
KOI 2055.04,6.130641,0.0647665,1.100000000003796,,,04,KOI 2055
KOI 1312.01,6.146918,0.069,1.680000000005797,,,01,KOI 1312
KOI 2059.01,6.147301,0.058,0.8000000000027607,,,01,KOI 2059
KOI 388.01,6.149362,0.068,3.010000000010387,,,01,KOI 388
KOI 834.03,6.155541,0.065,1.7000000000058664,,,03,KOI 834
KOI 3403.02,6.158437,0.0662404,0.9000000000031058,,,02,KOI 3403
KOI 116.03,6.165,0.066,0.8100000000027953,,,03,KOI 116
KOI 284.03,6.178179,0.066,1.0900000000037613,,,03,KOI 284
KOI 2048.01,6.18001,0.061,1.7400000000060043,,,01,KOI 2048
KOI 1305.02,6.18677,0.063,1.1300000000038992,,,02,KOI 1305
KOI 3158.03,6.189358,0.0659874,0.690000000002381,,,03,KOI 3158
KOI 505.02,6.196,0.064,3.3400000000115253,,,02,KOI 505
KOI 1499.03,6.20934,0.062,0.9500000000032782,,,03,KOI 1499
KOI 2081.01,6.213921,0.075,4.130000000014252,,,01,KOI 2081
KOI 564.03,6.217168,0.067,1.4100000000048654,,,03,KOI 564
KOI 2047.01,6.221632,0.071,1.7200000000059352,,,01,KOI 2047
KOI 1395.01,6.230227,0.063,3.200000000011043,,,01,KOI 1395
KOI 3083.02,6.23203,0.067,0.6800000000023466,,,02,KOI 3083
Kepler-25 b,6.23855,0.0708678,2.597681284395039,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-25
KOI 4251.01,6.239601,0.0641407,1.6200000000055905,,,01,KOI 4251
KOI 1533.01,6.241515,0.07,1.6600000000057284,,,01,KOI 1533
KOI 2133.01,6.24658,0.076,14.900000000051417,,,01,KOI 2133
KOI 1397.01,6.247069,0.059,3.5000000000120775,,,01,KOI 1397
KOI 757.03,6.252948,0.062,2.1000000000072467,,,03,KOI 757
KOI 2563.02,6.26146,0.0697755,0.8900000000030713,,,02,KOI 2563
KOI 2747.01,6.264,0.06,1.400000000004831,,,01,KOI 2747
KOI 4288.01,6.284015,0.0695961,0.8000000000027607,,,01,KOI 4288
KOI 4580.01,6.304427,0.0761379,1.3000000000044862,,,01,KOI 4580
KOI 4255.01,6.305548,0.0592394,1.260000000004348,,,01,KOI 4255
KOI 896.02,6.308207,0.065,3.2200000000111118,,,02,KOI 896
KOI 2835.01,6.30923,0.058,1.9000000000065564,,,01,KOI 2835
KOI 2064.01,6.312192,0.07,2.110000000007281,,,01,KOI 2064
KOI 222.01,6.312504,0.058,2.2600000000077984,,,01,KOI 222
KOI 2369.02,6.31451,0.068,1.770000000006108,,,02,KOI 2369
KOI 1860.01,6.319439,0.069,2.580000000008903,,,01,KOI 1860
KOI 1647.03,6.33091,0.066,1.0900000000037613,,,03,KOI 1647
KOI 2989.01,6.3313,0.064,1.5700000000054177,,,01,KOI 2989
KOI 1570.01,6.338518,0.069,2.850000000009835,,,01,KOI 1570
KOI 3029.02,6.34739,0.063,1.120000000003865,,,02,KOI 3029
KOI 1843.02,6.356006,0.054,0.8000000000027607,,,02,KOI 1843
KOI 2380.01,6.357152,0.068,4.000000000013803,,,01,KOI 2380
KOI 826.01,6.365815,0.067,2.5900000000089376,,,01,KOI 826
KOI 2572.01,6.3772,0.066,2.0400000000070397,,,01,KOI 2572
KOI 253.01,6.38317,0.055,2.3400000000080747,,,01,KOI 253
KOI 4478.01,6.386684,0.06092,1.5900000000054868,,,01,KOI 4478
KOI 510.02,6.388987,0.064,2.5000000000086273,,,02,KOI 510
KOI 4346.01,6.392655,0.0629099,1.5900000000054868,,,01,KOI 4346
KOI 534.01,6.400104,0.064,2.480000000008558,,,01,KOI 534
KOI 1220.01,6.400954,0.069,1.9500000000067288,,,01,KOI 1220
KOI 3721.01,6.408289,0.0702772,16.600000000057285,,,01,KOI 3721
KOI 578.01,6.41246,0.068,4.000000000013803,,,01,KOI 578
KOI 284.02,6.414833,0.067,1.1400000000039336,,,02,KOI 284
KOI 2105.01,6.421928,0.07,1.3600000000046932,,,01,KOI 2105
KOI 599.01,6.454518,0.069,2.7000000000093176,,,01,KOI 599
KOI 4614.01,6.454815,0.0725019,1.3700000000047277,,,01,KOI 4614
KOI 2716.02,6.460043,0.067,1.9000000000065564,,,02,KOI 2716
KOI 584.03,6.47052,0.066,0.9100000000031403,,,03,KOI 584
KOI 2073.02,6.475341,0.061,1.7000000000058664,,,02,KOI 2073
KOI 2936.01,6.48,0.067,1.120000000003865,,,01,KOI 2936
KOI 123.01,6.481674,0.069,2.64000000000911,,,01,KOI 123
KOI 929.01,6.4916717,0.069,8.700000000030021,,,01,KOI 929
KOI 2520.01,6.494474,0.06,1.3000000000044862,,,01,KOI 2520
KOI 1898.01,6.498013,0.069,1.560000000005383,,,01,KOI 1898
KOI 1082.01,6.50323,0.064,1.4600000000050382,,,01,KOI 1082
KOI 512.01,6.510036,0.064,2.5000000000086273,,,01,KOI 512
KOI 1978.01,6.511168,0.069,3.1000000000106973,,,01,KOI 1978
KOI 580.01,6.521234,0.068,2.9400000000101456,,,01,KOI 580
KOI 1650.01,6.53243,0.068,2.5100000000086613,,,01,KOI 1650
KOI 841.03,6.546303,0.068,2.800000000009662,,,03,KOI 841
KOI 1915.01,6.562,0.069,1.5900000000054868,,,01,KOI 1915
KOI 2694.02,6.566111,0.06,1.6000000000055214,,,02,KOI 2694
KOI 2720.01,6.572176,0.07,1.22000000000421,,,01,KOI 2720
KOI 782.01,6.575324,0.069,5.5000000000189795,,,01,KOI 782
KOI 941.01,6.581501,0.062,3.4000000000117327,,,01,KOI 941
KOI 4780.01,6.601897,0.0665495,1.5700000000054177,,,01,KOI 4780
KOI 1070.01,6.6184,0.07,2.4500000000084547,,,01,KOI 1070
KOI 2261.02,6.62558,0.063,0.8200000000028297,,,02,KOI 2261
KOI 1396.01,6.626389,0.069,2.7000000000093176,,,01,KOI 1396
KOI 4748.01,6.647431,0.0698498,1.9000000000065564,,,01,KOI 4748
KOI 912.02,6.668391,0.059,1.260000000004348,,,02,KOI 912
KOI 2158.02,6.682315,0.0672485,1.240000000004279,,,02,KOI 2158
KOI 3495.02,6.685149,0.0684548,1.100000000003796,,,02,KOI 3495
KOI 2174.01,6.693196,0.059,1.3500000000046588,,,01,KOI 2174
KOI 3056.01,6.6995,0.065,1.4200000000049,,,01,KOI 3056
KOI 1109.01,6.72108,0.064,0.9000000000031058,,,01,KOI 1109
KOI 1940.02,6.7368,0.059,0.6800000000023466,,,02,KOI 1940
KOI 2498.01,6.738019,0.066,0.8400000000028985,,,01,KOI 2498
KOI 736.02,6.739001,0.059,1.380000000004762,,,02,KOI 736
KOI 2920.01,6.739876,0.068,1.560000000005383,,,01,KOI 2920
KOI 2188.02,6.74391,0.072,1.6000000000055214,,,02,KOI 2188
KOI 1835.03,6.766912,0.068,3.35000000001156,,,03,KOI 1835
KOI 795.01,6.770278,0.069,3.5000000000120775,,,01,KOI 795
KOI 2656.01,6.77389,0.074,1.2300000000042446,,,01,KOI 2656
KOI 1998.01,6.773958,0.072,3.000000000010352,,,01,KOI 1998
KOI 2093.01,6.78347,0.073,2.1700000000074886,,,01,KOI 2093
Kepler-14 b,6.790123,0.0806879,12.73340211034634,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,b,Kepler-14
KOI 2443.01,6.79165,0.073,1.200000000004141,,,01,KOI 2443
KOI 1051.01,6.796859,0.071,2.310000000007972,,,01,KOI 1051
KOI 1331.01,6.800945,0.064,1.6000000000055214,,,01,KOI 1331
KOI 3097.02,6.80273,0.075,1.060000000003658,,,02,KOI 3097
KOI 4670.01,6.80927,0.0676595,6.000000000020704,,,01,KOI 4670
KOI 1713.01,6.827818,0.059,1.4100000000048654,,,01,KOI 1713
KOI 4497.01,6.830051,0.0701935,1.3000000000044862,,,01,KOI 4497
KOI 2693.03,6.834477,0.061,0.6600000000022775,,,03,KOI 2693
KOI 1052.02,6.84611,0.074,1.6200000000055905,,,02,KOI 1052
KOI 1315.01,6.846337,0.074,1.4700000000050728,,,01,KOI 1315
Kepler-40 b,6.87349,0.0806644,13.114507455198254,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..63S,b,Kepler-40
KOI 1078.02,6.877458,0.058,2.320000000008006,,,02,KOI 1078
KOI 3196.02,6.882991,0.0752556,0.9700000000033472,,,02,KOI 3196
KOI 257.01,6.883403,0.075,2.6100000000090064,,,01,KOI 257
KOI 1370.01,6.883593,0.07,1.8700000000064534,,,01,KOI 1370
KOI 41.02,6.887099,0.073,1.240000000004279,,,02,KOI 41
KOI 2029.03,6.887209,0.0665199,0.630000000002174,,,03,KOI 2029
KOI 1432.01,6.89,0.071,1.9000000000065564,,,01,KOI 1432
KOI 2367.01,6.89204,0.074,1.120000000003865,,,01,KOI 2367
KOI 2282.01,6.89225,0.072,1.4300000000049347,,,01,KOI 2282
KOI 1438.01,6.911301,0.07,1.400000000004831,,,01,KOI 1438
KOI 3060.01,6.913279,0.076,1.0300000000035543,,,01,KOI 3060
KOI 459.02,6.919723,0.07,1.3400000000046242,,,02,KOI 459
KOI 2005.01,6.921029,0.061,1.6700000000057627,,,01,KOI 2005
KOI 1665.01,6.9338,0.073,1.1500000000039685,,,01,KOI 1665
KOI 1681.01,6.939228,0.057,1.240000000004279,,,01,KOI 1681
KOI 1805.01,6.941344,0.07,5.600000000019324,,,01,KOI 1805
KOI 4234.01,6.942495,0.0723545,1.3000000000044862,,,01,KOI 4234
KOI 2167.02,6.95746,0.074,1.5800000000054524,,,02,KOI 2167
KOI 4188.01,6.963604,0.0713817,0.9300000000032093,,,01,KOI 4188
KOI 2545.01,6.98158,0.075,0.7800000000026915,,,01,KOI 2545
KOI 1931.03,6.98825,0.07,1.2300000000042446,,,03,KOI 1931
KOI 1586.01,6.991307,0.064,1.5500000000053487,,,01,KOI 1586
